Date,Player,EloRanking,Image
2018-Apr,Caruana,2804,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Caruana.jpg
2018-May,Caruana,2822,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Caruana.jpg
2018-Jun,Caruana,2816,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Caruana.jpg
2018-Jul,Caruana,2822,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Caruana.jpg
2018-Aug,Caruana,2822,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Caruana.jpg
2018-Sep,Caruana,2827,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Caruana.jpg
2018-Oct,Caruana,2827,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Caruana.jpg
2018-Nov,Caruana,2832,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Caruana.jpg
2018-Dec,Caruana,2832,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Caruana.jpg
2019-Jan,Caruana,2828,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Caruana.jpg
2019-Feb,Caruana,2828,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Caruana.jpg
2019-Mar,Caruana,2828,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Caruana.jpg
2019-Apr,Caruana,2819,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Caruana.jpg
2019-May,Caruana,2816,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Caruana.jpg
2019-Jun,Caruana,2819,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Caruana.jpg
2019-Jul,Caruana,2819,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Caruana.jpg
2019-Aug,Caruana,2818,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Caruana.jpg
2019-Sep,Caruana,2812,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Caruana.jpg
2019-Oct,Caruana,2812,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Caruana.jpg
2019-Nov,Caruana,2822,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Caruana.jpg
2019-Dec,Caruana,2822,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Caruana.jpg
2018-Jan,Ding,2769,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Ding.jpg
2018-Feb,Ding,2769,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Ding.jpg
2018-Mar,Ding,2769,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Ding.jpg
2018-Apr,Ding,2778,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Ding.jpg
2018-May,Ding,2791,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Ding.jpg
2018-Jun,Ding,2798,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Ding.jpg
2018-Jul,Ding,2797,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Ding.jpg
2018-Aug,Ding,2797,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Ding.jpg
2018-Sep,Ding,2804,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Ding.jpg
2018-Oct,Ding,2804,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Ding.jpg
2018-Nov,Ding,2816,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Ding.jpg
2018-Dec,Ding,2813,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Ding.jpg
2019-Jan,Ding,2813,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Ding.jpg
2019-Feb,Ding,2812,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Ding.jpg
2019-Mar,Ding,2812,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Ding.jpg
2019-Apr,Ding,2809,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Ding.jpg
2019-May,Ding,2805,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Ding.jpg
2019-Jun,Ding,2805,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Ding.jpg
2019-Jul,Ding,2812,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Ding.jpg
2019-Aug,Ding,2805,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Ding.jpg
2019-Sep,Ding,2811,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Ding.jpg
2019-Oct,Ding,2811,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Ding.jpg
2019-Nov,Ding,2801,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Ding.jpg
2019-Dec,Ding,2801,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Ding.jpg
2018-Jan,Vachier-Lagrave,2793,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/VachierLagrave.jpg
2018-Feb,Vachier-Lagrave,2793,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/VachierLagrave.jpg
2018-Mar,Vachier-Lagrave,2789,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/VachierLagrave.jpg
2018-Apr,Vachier-Lagrave,2789,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/VachierLagrave.jpg
2018-May,Vachier-Lagrave,2789,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/VachierLagrave.jpg
2018-Jun,Vachier-Lagrave,2789,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/VachierLagrave.jpg
2018-Jul,Vachier-Lagrave,2779,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/VachierLagrave.jpg
2018-Aug,Vachier-Lagrave,2779,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/VachierLagrave.jpg
2018-Sep,Vachier-Lagrave,2780,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/VachierLagrave.jpg
2018-Oct,Vachier-Lagrave,2780,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/VachierLagrave.jpg
2018-Nov,Vachier-Lagrave,2778,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/VachierLagrave.jpg
2018-Dec,Vachier-Lagrave,2781,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/VachierLagrave.jpg
2019-Jan,Vachier-Lagrave,2780,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/VachierLagrave.jpg
2019-Feb,Vachier-Lagrave,2780,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/VachierLagrave.jpg
2019-Mar,Vachier-Lagrave,2775,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/VachierLagrave.jpg
2019-Apr,Vachier-Lagrave,2773,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/VachierLagrave.jpg
2019-May,Vachier-Lagrave,2780,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/VachierLagrave.jpg
2019-Jun,Vachier-Lagrave,2779,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/VachierLagrave.jpg
2019-Jul,Vachier-Lagrave,2775,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/VachierLagrave.jpg
2019-Aug,Vachier-Lagrave,2778,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/VachierLagrave.jpg
2019-Sep,Vachier-Lagrave,2774,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/VachierLagrave.jpg
2019-Oct,Vachier-Lagrave,2774,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/VachierLagrave.jpg
2019-Nov,Vachier-Lagrave,2777,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/VachierLagrave.jpg
2019-Dec,Vachier-Lagrave,2780,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/VachierLagrave.jpg
2018-Jan,Grischuk,2767,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Grischuk.jpg
2018-Feb,Grischuk,2767,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Grischuk.jpg
2018-Mar,Grischuk,2767,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Grischuk.jpg
2018-Apr,Grischuk,2766,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Grischuk.jpg
2018-May,Grischuk,2766,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Grischuk.jpg
2018-Jun,Grischuk,2766,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Grischuk.jpg
2018-Jul,Grischuk,2766,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Grischuk.jpg
2018-Aug,Grischuk,2766,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Grischuk.jpg
2018-Sep,Grischuk,2769,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Grischuk.jpg
2018-Oct,Grischuk,2769,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Grischuk.jpg
2018-Nov,Grischuk,2771,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Grischuk.jpg
2018-Dec,Grischuk,2771,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Grischuk.jpg
2019-Jan,Grischuk,2771,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Grischuk.jpg
2019-Feb,Grischuk,2771,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Grischuk.jpg
2019-Mar,Grischuk,2771,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Grischuk.jpg
2019-Apr,Grischuk,2771,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Grischuk.jpg
2019-May,Grischuk,2772,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Grischuk.jpg
2019-Jun,Grischuk,2775,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Grischuk.jpg
2019-Jul,Grischuk,2766,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Grischuk.jpg
2019-Aug,Grischuk,2759,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Grischuk.jpg
2019-Sep,Grischuk,2759,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Grischuk.jpg
2019-Oct,Grischuk,2759,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Grischuk.jpg
2019-Nov,Grischuk,2764,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Grischuk.jpg
2019-Dec,Grischuk,2777,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Grischuk.jpg
2018-Jan,Aronian,2797,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Aronian.jpg
2018-Feb,Aronian,2797,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Aronian.jpg
2018-Mar,Aronian,2794,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Aronian.jpg
2018-Apr,Aronian,2767,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Aronian.jpg
2018-May,Aronian,2764,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Aronian.jpg
2018-Jun,Aronian,2764,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Aronian.jpg
2018-Jul,Aronian,2767,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Aronian.jpg
2018-Aug,Aronian,2767,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Aronian.jpg
2018-Sep,Aronian,2780,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Aronian.jpg
2018-Oct,Aronian,2780,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Aronian.jpg
2018-Nov,Aronian,2765,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Aronian.jpg
2018-Dec,Aronian,2765,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Aronian.jpg
2019-Jan,Aronian,2767,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Aronian.jpg
2019-Feb,Aronian,2767,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Aronian.jpg
2019-Mar,Aronian,2761,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Aronian.jpg
2019-Apr,Aronian,2763,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Aronian.jpg
2019-May,Aronian,2762,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Aronian.jpg
2019-Jun,Aronian,2752,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Aronian.jpg
2019-Jul,Aronian,2756,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Aronian.jpg
2019-Aug,Aronian,2765,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Aronian.jpg
2019-Sep,Aronian,2758,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Aronian.jpg
2019-Oct,Aronian,2758,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Aronian.jpg
2019-Nov,Aronian,2772,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Aronian.jpg
2019-Dec,Aronian,2775,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Aronian.jpg
2018-Jan,Mamedyarov,2804,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Mamedyarov.jpg
2018-Feb,Mamedyarov,2814,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Mamedyarov.jpg
2018-Mar,Mamedyarov,2809,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Mamedyarov.jpg
2018-Apr,Mamedyarov,2814,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Mamedyarov.jpg
2018-May,Mamedyarov,2809,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Mamedyarov.jpg
2018-Jun,Mamedyarov,2814,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Mamedyarov.jpg
2018-Jul,Mamedyarov,2808,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Mamedyarov.jpg
2018-Aug,Mamedyarov,2801,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Mamedyarov.jpg
2018-Sep,Mamedyarov,2801,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Mamedyarov.jpg
2018-Oct,Mamedyarov,2820,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Mamedyarov.jpg
2018-Nov,Mamedyarov,2817,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Mamedyarov.jpg
2018-Dec,Mamedyarov,2817,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Mamedyarov.jpg
2019-Jan,Mamedyarov,2817,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Mamedyarov.jpg
2019-Feb,Mamedyarov,2790,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Mamedyarov.jpg
2019-Mar,Mamedyarov,2790,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Mamedyarov.jpg
2019-Apr,Mamedyarov,2793,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Mamedyarov.jpg
2019-May,Mamedyarov,2781,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Mamedyarov.jpg
2019-Jun,Mamedyarov,2774,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Mamedyarov.jpg
2019-Jul,Mamedyarov,2765,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Mamedyarov.jpg
2019-Aug,Mamedyarov,2764,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Mamedyarov.jpg
2019-Sep,Mamedyarov,2767,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Mamedyarov.jpg
2019-Oct,Mamedyarov,2767,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Mamedyarov.jpg
2019-Nov,Mamedyarov,2772,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Mamedyarov.jpg
2019-Dec,Mamedyarov,2772,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Mamedyarov.jpg
2018-Jan,Giri,2752,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Giri.jpg
2018-Feb,Giri,2777,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Giri.jpg
2018-Mar,Giri,2777,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Giri.jpg
2018-Apr,Giri,2777,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Giri.jpg
2018-May,Giri,2776,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Giri.jpg
2018-Jun,Giri,2782,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Giri.jpg
2018-Jul,Giri,2782,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Giri.jpg
2018-Aug,Giri,2780,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Giri.jpg
2018-Sep,Giri,2780,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Giri.jpg
2018-Oct,Giri,2780,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Giri.jpg
2018-Nov,Giri,2780,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Giri.jpg
2018-Dec,Giri,2783,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Giri.jpg
2019-Jan,Giri,2783,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Giri.jpg
2019-Feb,Giri,2797,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Giri.jpg
2019-Mar,Giri,2797,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Giri.jpg
2019-Apr,Giri,2797,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Giri.jpg
2019-May,Giri,2787,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Giri.jpg
2019-Jun,Giri,2779,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Giri.jpg
2019-Jul,Giri,2779,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Giri.jpg
2019-Aug,Giri,2779,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Giri.jpg
2019-Sep,Giri,2780,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Giri.jpg
2019-Oct,Giri,2780,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Giri.jpg
2019-Nov,Giri,2776,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Giri.jpg
2019-Dec,Giri,2769,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/Giri.jpg
2018-Jan,Nepomniachtchi,2751,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/nepomniachtchi.jpg
2018-Feb,Nepomniachtchi,2751,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/nepomniachtchi.jpg
2018-Mar,Nepomniachtchi,2751,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/nepomniachtchi.jpg
2018-Apr,Nepomniachtchi,2751,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/nepomniachtchi.jpg
2018-May,Nepomniachtchi,2751,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/nepomniachtchi.jpg
2018-Jun,Nepomniachtchi,2751,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/nepomniachtchi.jpg
2018-Jul,Nepomniachtchi,2757,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/nepomniachtchi.jpg
2018-Aug,Nepomniachtchi,2768,https://raw.githubusercontent.com/PesceJonathan/PowerBI-HorseRace/master/imagesForDemo/nepomniachtchi.jpg
